date,starting_time,cinema_name,screening_hall,movie_title,free,sold
20190810,23:30,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (ENG),48,2
20190811,18:40,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE LION KING (ENG),235,10
20190811,21:10,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE LION KING (ENG),235,10
20190811,23:30,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (ENG),48,2
20190812,18:40,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE LION KING (ENG),235,10
20190812,21:10,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE LION KING (ENG),235,10
20190812,23:30,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (ENG),48,2
20190813,18:40,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE LION KING (ENG),235,10
20190813,21:10,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE LION KING (ENG),235,10
20190813,23:30,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (ENG),48,2
20190814,18:40,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE LION KING (ENG),235,10
20190814,21:10,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE LION KING (ENG),230,15
20190814,23:30,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (ENG),48,2
20190809,21:30,Village ΡΕΝΤΗ,ΑΙΘ 06,THE LION KING (ENG),221,13
20190809,22:00,Village ΡΕΝΤΗ,ΑΙΘ 08,THE LION KING (ENG),317,12
20190809,23:20,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (ENG),43,0
20190809,23:40,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (ENG),43,0
20190810,21:30,Village ΡΕΝΤΗ,ΑΙΘ 06,THE LION KING (ENG),223,11
20190810,22:00,Village ΡΕΝΤΗ,ΑΙΘ 08,THE LION KING (ENG),317,12
20190810,23:20,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (ENG),43,0
20190810,23:40,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (ENG),43,0
20190811,21:30,Village ΡΕΝΤΗ,ΑΙΘ 06,THE LION KING (ENG),223,11
20190811,22:00,Village ΡΕΝΤΗ,ΑΙΘ 08,THE LION KING (ENG),317,12
20190811,23:20,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (ENG),43,0
20190811,23:40,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (ENG),43,0
20190812,21:30,Village ΡΕΝΤΗ,ΑΙΘ 06,THE LION KING (ENG),223,11
20190812,22:00,Village ΡΕΝΤΗ,ΑΙΘ 08,THE LION KING (ENG),317,12
20190812,23:20,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (ENG),43,0
20190812,23:40,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (ENG),43,0
20190813,21:30,Village ΡΕΝΤΗ,ΑΙΘ 06,THE LION KING (ENG),223,11
20190813,22:00,Village ΡΕΝΤΗ,ΑΙΘ 08,THE LION KING (ENG),317,12
20190813,23:20,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (ENG),43,0
20190813,23:40,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (ENG),43,0
20190814,21:30,Village ΡΕΝΤΗ,ΑΙΘ 06,THE LION KING (ENG),223,11
20190814,22:00,Village ΡΕΝΤΗ,ΑΙΘ 08,THE LION KING (ENG),317,12
20190814,23:20,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (ENG),43,0
20190814,23:40,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (ENG),43,0
20190809,20:50,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE LION KING (ENG),204,13
20190809,22:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 04,THE LION KING (ENG),369,18
20190809,23:30,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (ENG),45,0
20190810,20:50,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE LION KING (ENG),207,10
20190810,22:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 04,THE LION KING (ENG),369,18
20190810,23:30,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (ENG),45,0
20190811,20:50,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE LION KING (ENG),207,10
20190811,22:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 04,THE LION KING (ENG),369,18
20190811,23:30,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (ENG),45,0
20190812,20:50,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE LION KING (ENG),207,10
20190812,22:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 04,THE LION KING (ENG),369,18
20190812,23:30,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (ENG),45,0
20190813,20:50,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE LION KING (ENG),206,11
20190813,22:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 04,THE LION KING (ENG),369,18
20190813,23:30,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (ENG),45,0
20190814,20:50,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE LION KING (ENG),205,12
20190814,22:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 04,THE LION KING (ENG),369,18
20190814,23:30,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (ENG),45,0
20190809,18:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,THE LION KING (ENG),133,9
20190809,21:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,THE LION KING (ENG),128,14
20190809,22:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (ENG),133,9
20190810,18:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,THE LION KING (ENG),133,9
20190810,21:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,THE LION KING (ENG),133,9
20190810,22:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (ENG),133,9
20190811,18:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,THE LION KING (ENG),133,9
20190811,21:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,THE LION KING (ENG),133,9
20190811,22:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (ENG),133,9
20190812,18:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,THE LION KING (ENG),133,9
20190812,21:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,THE LION KING (ENG),133,9
20190812,22:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (ENG),133,9
20190813,18:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,THE LION KING (ENG),133,9
20190813,21:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,THE LION KING (ENG),133,9
20190813,22:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (ENG),133,9
20190814,18:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,THE LION KING (ENG),131,11
20190814,21:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,THE LION KING (ENG),133,9
20190814,22:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (ENG),133,9
20190809,21:30,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 02,THE LION KING (ENG),98,7
20190810,21:30,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 02,THE LION KING (ENG),98,7
20190811,21:30,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 02,THE LION KING (ENG),98,7
20190812,20:15,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 04,THE LION KING (ENG),190,8
20190812,21:30,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 02,THE LION KING (ENG),98,7
20190813,20:15,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 04,THE LION KING (ENG),190,8
20190813,21:30,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 02,THE LION KING (ENG),98,7
20190814,20:15,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 04,THE LION KING (ENG),188,10
20190814,21:30,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 02,THE LION KING (ENG),98,7
20190809,21:00,Village ΒΟΛΟΣ,ΑΙΘ 01,THE LION KING (ENG),145,8
20190810,21:00,Village ΒΟΛΟΣ,ΑΙΘ 01,THE LION KING (ENG),146,7
20190811,21:00,Village ΒΟΛΟΣ,ΑΙΘ 01,THE LION KING (ENG),146,7
20190812,21:00,Village ΒΟΛΟΣ,ΑΙΘ 01,THE LION KING (ENG),146,7
20190813,21:00,Village ΒΟΛΟΣ,ΑΙΘ 01,THE LION KING (ENG),146,7
20190814,21:00,Village ΒΟΛΟΣ,ΑΙΘ 01,THE LION KING (ENG),146,7
20190809,21:45,Village ΛΑΡΙΣΑ,ΑΙΘ 02,THE LION KING (ENG),199,2
20190810,21:45,Village ΛΑΡΙΣΑ,ΑΙΘ 02,THE LION KING (ENG),199,2
20190811,21:45,Village ΛΑΡΙΣΑ,ΑΙΘ 02,THE LION KING (ENG),199,2
20190812,21:45,Village ΛΑΡΙΣΑ,ΑΙΘ 02,THE LION KING (ENG),199,2
20190813,21:45,Village ΛΑΡΙΣΑ,ΑΙΘ 02,THE LION KING (ENG),199,2
20190814,21:45,Village ΛΑΡΙΣΑ,ΑΙΘ 02,THE LION KING (ENG),199,2
20190809,21:00,Village ΡΕΝΤΗ,ΑΙΘ 11,ANNABELLE COMES HOME,242,13
20190809,23:20,Village ΡΕΝΤΗ,ΑΙΘ 11,ANNABELLE COMES HOME,245,10
20190810,21:00,Village ΡΕΝΤΗ,ΑΙΘ 11,ANNABELLE COMES HOME,241,14
20190810,23:20,Village ΡΕΝΤΗ,ΑΙΘ 11,ANNABELLE COMES HOME,245,10
20190811,21:00,Village ΡΕΝΤΗ,ΑΙΘ 11,ANNABELLE COMES HOME,245,10
20190811,23:20,Village ΡΕΝΤΗ,ΑΙΘ 11,ANNABELLE COMES HOME,245,10
20190812,21:00,Village ΡΕΝΤΗ,ΑΙΘ 11,ANNABELLE COMES HOME,245,10
20190812,23:20,Village ΡΕΝΤΗ,ΑΙΘ 11,ANNABELLE COMES HOME,245,10
20190813,21:00,Village ΡΕΝΤΗ,ΑΙΘ 11,ANNABELLE COMES HOME,245,10
20190813,23:20,Village ΡΕΝΤΗ,ΑΙΘ 11,ANNABELLE COMES HOME,245,10
20190814,21:00,Village ΡΕΝΤΗ,ΑΙΘ 11,ANNABELLE COMES HOME,245,10
20190814,23:20,Village ΡΕΝΤΗ,ΑΙΘ 11,ANNABELLE COMES HOME,245,10
20190810,15:45,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,ALADDIN (GR),124,11
20190812,19:20,Village ΡΕΝΤΗ,ΑΙΘ 05,ALADDIN (GR),209,12
20190813,19:20,Village ΡΕΝΤΗ,ΑΙΘ 05,ALADDIN (GR),209,12
20190814,19:20,Village ΡΕΝΤΗ,ΑΙΘ 05,ALADDIN (GR),209,12
